ECR,Player,Tipoff (ET),Opponent,Today,Yesterday,Difference,Name,Team,Pos,Key,Price,run_ts
-,Kenneth Lofton Jr. (MEM - PF),10:00PM,@GSW,"$3,500",-,-,Kenneth Lofton,MEM,PF,Kenneth Lofton-MEM,3500,2023-01-25 16:29:45.372136
-,Cole Swider (LAL - SF),10:30PM,SAS,"$3,500","$3,500",0,Cole Swider,LAL,SF,Cole Swider-LAL,3500,2023-01-25 16:29:45.372136
-,Christian Braun (DEN - SG),8:00PM,@MIL,"$3,900","$3,900",0,Christian Braun,DEN,SG,Christian Braun-DEN,3900,2023-01-25 16:29:45.372136
-,Kendall Brown (IND - SG),7:00PM,@ORL,"$3,500","$3,500",0,Kendall Brown,IND,SG,Kendall Brown-IND,3500,2023-01-25 16:29:45.372136
139,Bennedict Mathurin (IND - SG/SF),7:00PM,@ORL,"$5,500","$5,300",+200,Bennedict Mathurin,IND,SG/SF,Bennedict Mathurin-IND,5500,2023-01-25 16:29:45.372136
228,Andrew Nembhard (IND - SG/PG),7:00PM,@ORL,"$5,200","$5,200",0,Andrew Nembhard,IND,SG/PG,Andrew Nembhard-IND,5200,2023-01-25 16:29:45.372136
307,Malaki Branham (SAS - SF),10:30PM,@LAL,"$3,900",-,-,Malaki Branham,SAS,SF,Malaki Branham-SAS,3900,2023-01-25 16:29:45.372136
210,Jeremy Sochan (SAS - SF/PF),10:30PM,@LAL,"$5,100",-,-,Jeremy Sochan,SAS,SF/PF,Jeremy Sochan-SAS,5100,2023-01-25 16:29:45.372136
-,Blake Wesley (SAS - SG),10:30PM,@LAL,"$3,500",-,-,Blake Wesley,SAS,SG,Blake Wesley-SAS,3500,2023-01-25 16:29:45.372136
-,Max Christie (LAL - SG),10:30PM,SAS,"$3,700","$3,700",0,Max Christie,LAL,SG,Max Christie-LAL,3700,2023-01-25 16:29:45.372136
253,AJ Griffin (ATL - SF),8:00PM,@OKC,"$4,000",-,-,AJ Griffin,ATL,SF,AJ Griffin-ATL,4000,2023-01-25 16:29:45.372136
-,Tyrese Martin (ATL - SG),8:00PM,@OKC,"$3,500",-,-,Tyrese Martin,ATL,SG,Tyrese Martin-ATL,3500,2023-01-25 16:29:45.372136
-,Kennedy Chandler (MEM - PG),10:00PM,@GSW,"$3,600",-,-,Kennedy Chandler,MEM,PG,Kennedy Chandler-MEM,3600,2023-01-25 16:29:45.372136
-,David Roddy (MEM - PF),10:00PM,@GSW,"$3,800",-,-,David Roddy,MEM,PF,David Roddy-MEM,3800,2023-01-25 16:29:45.372136
-,Vince Williams Jr. (MEM - SG),10:00PM,@GSW,"$3,500",-,-,Vince Williams,MEM,SG,Vince Williams-MEM,3500,2023-01-25 16:29:45.372136
315,Jake LaRavia (MEM - PF),10:00PM,@GSW,"$3,500",-,-,Jake LaRavia,MEM,PF,Jake LaRavia-MEM,3500,2023-01-25 16:29:45.372136
-,Jaylin Williams (OKC - PF),8:00PM,ATL,"$3,700",-,-,Jaylin Williams,OKC,PF,Jaylin Williams-OKC,3700,2023-01-25 16:29:45.372136
-,Chet Holmgren (OKC - PF),8:00PM,ATL,"$3,500",-,-,Chet Holmgren,OKC,PF,Chet Holmgren-OKC,3500,2023-01-25 16:29:45.372136
197,Jalen Williams (OKC - SF/SG),8:00PM,ATL,"$5,800",-,-,Jalen Williams,OKC,SF/SG,Jalen Williams-OKC,5800,2023-01-25 16:29:45.372136
-,Peyton Watson (DEN - SG),8:00PM,@MIL,"$3,500","$3,500",0,Peyton Watson,DEN,SG,Peyton Watson-DEN,3500,2023-01-25 16:29:45.372136
-,Jabari Walker (POR - SF),10:00PM,UTH,"$3,700",-,-,Jabari Walker,POR,SF,Jabari Walker-POR,3700,2023-01-25 16:29:45.372136
-,Johnny Davis (WAS - SG),8:00PM,@HOU,"$3,500","$3,500",0,Johnny Davis,WAS,SG,Johnny Davis-WAS,3500,2023-01-25 16:29:45.372136
96,Jabari Smith Jr. (HOU - PF),8:00PM,WAS,"$5,800",-,-,Jabari Smith,HOU,PF,Jabari Smith-HOU,5800,2023-01-25 16:29:45.372136
-,TyTy Washington Jr. (HOU - PG),8:00PM,WAS,"$3,600",-,-,TyTy Washington,HOU,PG,TyTy Washington-HOU,3600,2023-01-25 16:29:45.372136
205,Tari Eason (HOU - SF),8:00PM,WAS,"$4,700",-,-,Tari Eason,HOU,SF,Tari Eason-HOU,4700,2023-01-25 16:29:45.372136
69,Paolo Banchero (ORL - PF/SF),7:00PM,IND,"$7,400",-,-,Paolo Banchero,ORL,PF/SF,Paolo Banchero-ORL,7400,2023-01-25 16:29:45.372136
-,Caleb Houstan (ORL - SF),7:00PM,IND,"$3,800",-,-,Caleb Houstan,ORL,SF,Caleb Houstan-ORL,3800,2023-01-25 16:29:45.372136
-,Ryan Rollins (GSW - SG),10:00PM,MEM,"$3,500",-,-,Ryan Rollins,GSW,SG,Ryan Rollins-GSW,3500,2023-01-25 16:29:45.372136
-,Patrick Baldwin Jr. (GSW - SF),10:00PM,MEM,"$3,500",-,-,Patrick Baldwin,GSW,SF,Patrick Baldwin-GSW,3500,2023-01-25 16:29:45.372136
317,Christian Koloko (TOR - C),10:00PM,@SAC,"$3,800",-,-,Christian Koloko,TOR,C,Christian Koloko-TOR,3800,2023-01-25 16:29:45.372136
-,Josh Minott (MIN - SF),8:00PM,@NOR,"$3,500",-,-,Josh Minott,MIN,SF,Josh Minott-MIN,3500,2023-01-25 16:29:45.372136
125,Walker Kessler (UTH - C),10:00PM,@POR,"$7,100",-,-,Walker Kessler,UTA,C,Walker Kessler-UTA,7100,2023-01-25 16:29:45.372136
-,Wendell Moore Jr. (MIN - SG),8:00PM,@NOR,"$3,500",-,-,Wendell Moore,MIN,SG,Wendell Moore-MIN,3500,2023-01-25 16:29:45.372136
-,Ochai Agbaji (UTH - SG),10:00PM,@POR,"$3,900",-,-,Ochai Agbaji,UTA,SG,Ochai Agbaji-UTA,3900,2023-01-25 16:29:45.372136
-,E.J. Liddell (NOR - PF),8:00PM,MIN,"$3,500","$3,500",0,E.J. Liddell,NOP,PF,E.J. Liddell-NOP,3500,2023-01-25 16:29:45.372136
303,Dyson Daniels (NOR - PG),8:00PM,MIN,"$4,700","$4,600",+100,Dyson Daniels,NOP,PG,Dyson Daniels-NOP,4700,2023-01-25 16:29:45.372136
107,Keegan Murray (SAC - SF/PF),10:00PM,TOR,"$5,500",-,-,Keegan Murray,SAC,SF/PF,Keegan Murray-SAC,5500,2023-01-25 16:29:45.372136
-,Ousmane Dieng (OKC - SF),8:00PM,ATL,"$3,800",-,-,Ousmane Dieng,OKC,SF,Ousmane Dieng-OKC,3800,2023-01-25 16:29:45.372136
313,MarJon Beauchamp (MIL - SF),8:00PM,DEN,"$3,800",-,-,MarJon Beauchamp,MIL,SF,MarJon Beauchamp-MIL,3800,2023-01-25 16:29:45.372136
314,Shaedon Sharpe (POR - SG),10:00PM,UTH,"$3,900",-,-,Shaedon Sharpe,POR,SG,Shaedon Sharpe-POR,3900,2023-01-25 16:29:45.372136
-,Dominick Barlow (SAS - SF),10:30PM,@LAL,"$3,500",-,-,Dominick Barlow,SAS,SF,Dominick Barlow-SAS,3500,2023-01-25 16:29:45.372136
-,Julian Champagnie (PHI - SF),7:30PM,BKN,"$3,500",-,-,Julian Champagnie,PHI,SF,Julian Champagnie-PHI,3500,2023-01-25 16:29:45.372136
193,Will Barton (WAS - SG/SF),8:00PM,@HOU,"$3,800","$3,800",0,Will Barton,WAS,SG/SF,Will Barton-WAS,3800,2023-01-25 16:29:45.372136
-,Simone Fontecchio (UTH - SF),10:00PM,@POR,"$3,500",-,-,Simone Fontecchio,UTA,SF,Simone Fontecchio-UTA,3500,2023-01-25 16:29:45.372136
-,Darius Days (HOU - PF),8:00PM,WAS,"$3,500",-,-,Darius Days,HOU,PF,Darius Days-HOU,3500,2023-01-25 16:29:45.372136
-,Jack White (DEN - SF),8:00PM,@MIL,"$3,500","$3,500",0,Jack White,DEN,SF,Jack White-DEN,3500,2023-01-25 16:29:45.372136
297,Mike Muscala (OKC - C),8:00PM,ATL,"$3,800",-,-,Mike Muscala,OKC,C,Mike Muscala-OKC,3800,2023-01-25 16:29:45.372136
-,Ibou Badji (POR - C),10:00PM,UTH,"$3,500",-,-,Ibou Badji,POR,C,Ibou Badji-POR,3500,2023-01-25 16:29:45.372136
-,John Butler (POR - PF),10:00PM,UTH,"$3,500",-,-,John Butler,POR,PF,John Butler-POR,3500,2023-01-25 16:29:45.372136
-,Donovan Williams (ATL - SF),8:00PM,@OKC,"$3,500",-,-,Donovan Williams,ATL,SF,Donovan Williams-ATL,3500,2023-01-25 16:29:45.372136
270,Doug McDermott (SAS - PF/SF),10:30PM,@LAL,"$4,300",-,-,Doug McDermott,SAS,PF/SF,Doug McDermott-SAS,4300,2023-01-25 16:29:45.372136
118,Royce O'Neale (BKN - SF/PF),7:30PM,@PHI,"$5,400",-,-,Royce O'Neale,BKN,SF/PF,Royce O'Neale-BKN,5400,2023-01-25 16:29:45.372136
179,T.J. McConnell (IND - PG/SG),7:00PM,@ORL,"$6,700","$6,600",+100,T.J. McConnell,IND,PG/SG,T.J. McConnell-IND,6700,2023-01-25 16:29:45.372136
46,CJ McCollum (NOR - PG/SG),8:00PM,MIN,"$8,100","$8,100",0,CJ McCollum,NOP,PG/SG,CJ McCollum-NOP,8100,2023-01-25 16:29:45.372136
-,Matthew Dellavedova (SAC - PG),10:00PM,TOR,"$3,500",-,-,Matthew Dellavedova,SAC,PG,Matthew Dellavedova-SAC,3500,2023-01-25 16:29:45.372136
110,Jordan Clarkson (UTH - PG/SG),10:00PM,@POR,"$7,100",-,-,Jordan Clarkson,UTA,PG/SG,Jordan Clarkson-UTA,7100,2023-01-25 16:29:45.372136
15,Damian Lillard (POR - PG),10:00PM,UTH,"$10,100",-,-,Damian Lillard,POR,PG,Damian Lillard-POR,10100,2023-01-25 16:29:45.372136
136,Larry Nance Jr. (NOR - PF/C),8:00PM,MIN,"$5,300","$5,100",+200,Larry Nance,NOP,PF/C,Larry Nance-NOP,5300,2023-01-25 16:29:45.372136
99,Kelly Olynyk (UTH - C/PF),10:00PM,@POR,"$4,900",-,-,Kelly Olynyk,UTA,C/PF,Kelly Olynyk-UTA,4900,2023-01-25 16:29:45.372136
231,T.J. Warren (BKN - SF/PF),7:30PM,@PHI,"$4,700",-,-,T.J. Warren,BKN,SF/PF,T.J. Warren-BKN,4700,2023-01-25 16:29:45.372136
275,Georges Niang (PHI - PF),7:30PM,BKN,"$4,000",-,-,Georges Niang,PHI,PF,Georges Niang-PHI,4000,2023-01-25 16:29:45.372136
123,Steven Adams (MEM - C),10:00PM,@GSW,"$6,900",-,-,Steven Adams,MEM,C,Steven Adams-MEM,6900,2023-01-25 16:29:45.372136
-,Danuel House Jr. (PHI - SF),7:30PM,BKN,"$3,600",-,-,Danuel House,PHI,SF,Danuel House-PHI,3600,2023-01-25 16:29:45.372136
215,P.J. Tucker (PHI - PF),7:30PM,BKN,"$3,700",-,-,P.J. Tucker,PHI,PF,P.J. Tucker-PHI,3700,2023-01-25 16:29:45.372136
237,Richaun Holmes (SAC - C/PF),10:00PM,TOR,"$4,300",-,-,Richaun Holmes,SAC,C/PF,Richaun Holmes-SAC,4300,2023-01-25 16:29:45.372136
250,Taurean Prince (MIN - SF/PF),8:00PM,@NOR,"$4,700",-,-,Taurean Prince,MIN,SF/PF,Taurean Prince-MIN,4700,2023-01-25 16:29:45.372136
71,Buddy Hield (IND - SG/SF),7:00PM,@ORL,"$6,500","$6,500",0,Buddy Hield,IND,SG/SF,Buddy Hield-IND,6500,2023-01-25 16:29:45.372136
124,Kyle Anderson (MIN - SF/PF),8:00PM,@NOR,"$6,200",-,-,Kyle Anderson,MIN,SF/PF,Kyle Anderson-MIN,6200,2023-01-25 16:29:45.372136
222,Montrezl Harrell (PHI - C),7:30PM,BKN,"$4,800",-,-,Montrezl Harrell,PHI,C,Montrezl Harrell-PHI,4800,2023-01-25 16:29:45.372136
-,Bryn Forbes (MIN - SG),8:00PM,@NOR,"$3,500",-,-,Bryn Forbes,MIN,SG,Bryn Forbes-MIN,3500,2023-01-25 16:29:45.372136
63,Jerami Grant (POR - PF),10:00PM,UTH,"$6,300",-,-,Jerami Grant,POR,PF,Jerami Grant-POR,6300,2023-01-25 16:29:45.372136
40,Fred VanVleet (TOR - PG),10:00PM,@SAC,"$9,000",-,-,Fred VanVleet,TOR,PG,Fred VanVleet-TOR,9000,2023-01-25 16:29:45.372136
284,Gary Harris (ORL - SG/SF),7:00PM,IND,"$3,900",-,-,Gary Harris,ORL,SG/SF,Gary Harris-ORL,3900,2023-01-25 16:29:45.372136
14,Giannis Antetokounmpo (MIL - PF/SF),8:00PM,DEN,"$11,400",-,-,Giannis Antetokounmpo,MIL,PF/SF,Giannis Antetokounmpo-MIL,11400,2023-01-25 16:29:45.372136
176,Dennis Schroder (LAL - SG/PG),10:30PM,SAS,"$6,700","$6,200",+500,Dennis Schroder,LAL,SG/PG,Dennis Schroder-LAL,6700,2023-01-25 16:29:45.372136
27,Rudy Gobert (MIN - C),8:00PM,@NOR,"$7,600",-,-,Rudy Gobert,MIN,C,Rudy Gobert-MIN,7600,2023-01-25 16:29:45.372136
-,Davon Reed (DEN - SF),8:00PM,@MIL,"$3,500","$3,500",0,Davon Reed,DEN,SF,Davon Reed-DEN,3500,2023-01-25 16:29:45.372136
130,Monte Morris (WAS - PG),8:00PM,@HOU,"$5,600","$5,600",0,Monte Morris,WAS,PG,Monte Morris-WAS,5600,2023-01-25 16:29:45.372136
102,Josh Hart (POR - SG/SF),10:00PM,UTH,"$6,100",-,-,Josh Hart,POR,SG/SF,Josh Hart-POR,6100,2023-01-25 16:29:45.372136
202,Delon Wright (WAS - PG/SG),8:00PM,@HOU,"$5,200","$5,100",+100,Delon Wright,WAS,PG/SG,Delon Wright-WAS,5200,2023-01-25 16:29:45.372136
261,Damian Jones (LAL - C),10:30PM,SAS,"$3,500","$3,500",0,Damian Jones,LAL,C,Damian Jones-LAL,3500,2023-01-25 16:29:45.372136
97,Aaron Gordon (DEN - PF/C),8:00PM,@MIL,"$7,300","$7,300",0,Aaron Gordon,DEN,PF/C,Aaron Gordon-DEN,7300,2023-01-25 16:29:45.372136
81,Bobby Portis Jr. (MIL - PF/C),8:00PM,DEN,"$6,800",-,-,Bobby Portis,MIL,PF/C,Bobby Portis-MIL,6800,2023-01-25 16:29:45.372136
2,Joel Embiid (PHI - C),7:30PM,BKN,"$11,500",-,-,Joel Embiid,PHI,C,Joel Embiid-PHI,11500,2023-01-25 16:29:45.372136
56,Andrew Wiggins (GSW - SF/PF),10:00PM,MEM,"$6,600",-,-,Andrew Wiggins,GSW,SF/PF,Andrew Wiggins-GSW,6600,2023-01-25 16:29:45.372136
58,Jusuf Nurkic (POR - C),10:00PM,UTH,"$7,700",-,-,Jusuf Nurkic,POR,C,Jusuf Nurkic-POR,7700,2023-01-25 16:29:45.372136
57,Clint Capela (ATL - C),8:00PM,@OKC,"$6,500",-,-,Clint Capela,ATL,C,Clint Capela-ATL,6500,2023-01-25 16:29:45.372136
117,Bogdan Bogdanovic (ATL - SF/SG),8:00PM,@OKC,"$6,000",-,-,Bogdan Bogdanovic,ATL,SF/SG,Bogdan Bogdanovic-ATL,6000,2023-01-25 16:29:45.372136
1,Nikola Jokic (DEN - C),8:00PM,@MIL,"$11,600","$11,600",0,Nikola Jokic,DEN,C,Nikola Jokic-DEN,11600,2023-01-25 16:29:45.372136
135,Tyus Jones (MEM - PG),10:00PM,@GSW,"$6,400",-,-,Tyus Jones,MEM,PG,Tyus Jones-MEM,6400,2023-01-25 16:29:45.372136
296,Justise Winslow (POR - SF),10:00PM,UTH,"$4,800",-,-,Justise Winslow,POR,SF,Justise Winslow-POR,4800,2023-01-25 16:29:45.372136
21,Myles Turner (IND - C/PF),7:00PM,@ORL,"$8,000","$8,100",-100,Myles Turner,IND,C/PF,Myles Turner-IND,8000,2023-01-25 16:29:45.372136
-,Edmond Sumner (BKN - PG/SG),7:30PM,@PHI,"$3,800",-,-,Edmond Sumner,BKN,PG/SG,Edmond Sumner-BKN,3800,2023-01-25 16:29:45.372136
79,D'Angelo Russell (MIN - PG/SG),8:00PM,@NOR,"$6,800",-,-,D'Angelo Russell,MIN,PG/SG,D'Angelo Russell-MIN,6800,2023-01-25 16:29:45.372136
-,Stanley Johnson (SAS - SF),10:30PM,@LAL,"$3,900",-,-,Stanley Johnson,SAS,SF,Stanley Johnson-SAS,3900,2023-01-25 16:29:45.372136
94,Kyle Kuzma (WAS - SF/PF),8:00PM,@HOU,"$8,500","$8,300",+200,Kyle Kuzma,WAS,SF/PF,Kyle Kuzma-WAS,8500,2023-01-25 16:29:45.372136
61,Jakob Poeltl (SAS - C),10:30PM,@LAL,"$7,000",-,-,Jakob Poeltl,SAS,C,Jakob Poeltl-SAS,7000,2023-01-25 16:29:45.372136
291,Trey Lyles (SAC - PF),10:00PM,TOR,"$5,000",-,-,Trey Lyles,SAC,PF,Trey Lyles-SAC,5000,2023-01-25 16:29:45.372136
93,Karl-Anthony Towns (MIN - PF/C),8:00PM,@NOR,"$9,000",-,-,Karl-Anthony Towns,MIN,PF/C,Karl-Anthony Towns-MIN,9000,2023-01-25 16:29:45.372136
212,Gary Payton II (POR - SG),10:00PM,UTH,"$3,700",-,-,Gary Payton II,POR,SG,Gary Payton II-POR,3700,2023-01-25 16:29:45.372136
147,Kevon Looney (GSW - C/PF),10:00PM,MEM,"$6,000",-,-,Kevon Looney,GSW,C/PF,Kevon Looney-GSW,6000,2023-01-25 16:29:45.372136
-,Joe Ingles (MIL - SG/SF),8:00PM,DEN,"$4,400",-,-,Joe Ingles,MIL,SG/SF,Joe Ingles-MIL,4400,2023-01-25 16:29:45.372136
12,Domantas Sabonis (SAC - C/PF),10:00PM,TOR,"$10,100",-,-,Domantas Sabonis,SAC,C/PF,Domantas Sabonis-SAC,10100,2023-01-25 16:29:45.372136
16,Pascal Siakam (TOR - C/PF),10:00PM,@SAC,"$9,400",-,-,Pascal Siakam,TOR,C/PF,Pascal Siakam-TOR,9400,2023-01-25 16:29:45.372136
137,Dillon Brooks (MEM - SG/SF),10:00PM,@GSW,"$5,400",-,-,Dillon Brooks,MEM,SG/SF,Dillon Brooks-MEM,5400,2023-01-25 16:29:45.372136
11,Kristaps Porzingis (WAS - C/PF),8:00PM,@HOU,"$8,900","$8,900",0,Kristaps Porzingis,WAS,C/PF,Kristaps Porzingis-WAS,8900,2023-01-25 16:29:45.372136
299,Willy Hernangomez (NOR - PF/C),8:00PM,MIN,"$4,400","$4,400",0,Willy Hernangomez,NOP,PF/C,Willy Hernangomez-NOP,4400,2023-01-25 16:29:45.372136
-,Boban Marjanovic (HOU - C),8:00PM,WAS,"$3,500",-,-,Boban Marjanovic,HOU,C,Boban Marjanovic-HOU,3500,2023-01-25 16:29:45.372136
52,Brandon Ingram (NOR - SF/SG),8:00PM,MIN,"$7,500","$7,500",0,Brandon Ingram,NOP,SF/SG,Brandon Ingram-NOP,7500,2023-01-25 16:29:45.372136
151,Malik Beasley (UTH - SF/SG),10:00PM,@POR,"$5,200",-,-,Malik Beasley,UTA,SF/SG,Malik Beasley-UTA,5200,2023-01-25 16:29:45.372136
73,Jamal Murray (DEN - PG/SG),8:00PM,@MIL,"$8,300","$8,100",+200,Jamal Murray,DEN,PG/SG,Jamal Murray-DEN,8300,2023-01-25 16:29:45.372136
74,Ben Simmons (BKN - PG/PF),7:30PM,@PHI,"$7,000",-,-,Ben Simmons,BKN,PG/PF,Ben Simmons-BKN,7000,2023-01-25 16:29:45.372136
-,PJ Dozier (SAC - SG/SF),10:00PM,TOR,"$3,500",-,-,PJ Dozier,SAC,SG/SF,PJ Dozier-SAC,3500,2023-01-25 16:29:45.372136
47,John Collins (ATL - PF/C),8:00PM,@OKC,"$6,000",-,-,John Collins,ATL,PF/C,John Collins-ATL,6000,2023-01-25 16:29:45.372136
133,Thomas Bryant (LAL - C),10:30PM,SAS,"$7,000","$6,800",+200,Thomas Bryant,LAL,C,Thomas Bryant-LAL,7000,2023-01-25 16:29:45.372136
26,Dejounte Murray (ATL - SG/PG),8:00PM,@OKC,"$8,600",-,-,Dejounte Murray,ATL,SG/PG,Dejounte Murray-ATL,8600,2023-01-25 16:29:45.372136
43,OG Anunoby (TOR - SF/SG),10:00PM,@SAC,"$6,900",-,-,OG Anunoby,TOR,SF/SG,OG Anunoby-TOR,6900,2023-01-25 16:29:45.372136
138,Chris Boucher (TOR - C/PF),10:00PM,@SAC,"$4,500",-,-,Chris Boucher,TOR,C/PF,Chris Boucher-TOR,4500,2023-01-25 16:29:45.372136
-,Juancho Hernangomez (TOR - SF/PF),10:00PM,@SAC,"$3,800",-,-,Juancho Hernangomez,TOR,SF/PF,Juancho Hernangomez-TOR,3800,2023-01-25 16:29:45.372136
-,Furkan Korkmaz (PHI - SG/SF),7:30PM,BKN,"$3,600",-,-,Furkan Korkmaz,PHI,SG/SF,Furkan Korkmaz-PHI,3600,2023-01-25 16:29:45.372136
155,Markelle Fultz (ORL - PG/SG),7:00PM,IND,"$7,400",-,-,Markelle Fultz,ORL,PG/SG,Markelle Fultz-ORL,7400,2023-01-25 16:29:45.372136
35,De'Aaron Fox (SAC - PG),10:00PM,TOR,"$8,300",-,-,De'Aaron Fox,SAC,PG,De'Aaron Fox-SAC,8300,2023-01-25 16:29:45.372136
278,Jonathan Isaac (ORL - SF/PF),7:00PM,IND,"$4,200",-,-,Jonathan Isaac,ORL,SF/PF,Jonathan Isaac-ORL,4200,2023-01-25 16:29:45.372136
36,Lauri Markkanen (UTH - PF/SF),10:00PM,@POR,"$8,800",-,-,Lauri Markkanen,UTA,PF/SF,Lauri Markkanen-UTA,8800,2023-01-25 16:29:45.372136
159,Zach Collins (SAS - PF/C),10:30PM,@LAL,"$5,400",-,-,Zach Collins,SAS,PF/C,Zach Collins-SAS,5400,2023-01-25 16:29:45.372136
156,Malik Monk (SAC - SG),10:00PM,TOR,"$4,800",-,-,Malik Monk,SAC,SG,Malik Monk-SAC,4800,2023-01-25 16:29:45.372136
-,Daniel Theis (IND - PF/C),7:00PM,@ORL,"$3,500","$3,500",0,Daniel Theis,IND,PF/C,Daniel Theis-IND,3500,2023-01-25 16:29:45.372136
145,Collin Sexton (UTH - SG),10:00PM,@POR,"$5,000",-,-,Collin Sexton,UTA,SG,Collin Sexton-UTA,5000,2023-01-25 16:29:45.372136
-,Troy Brown Jr. (LAL - SF),10:30PM,SAS,"$4,400","$4,400",0,Troy Brown,LAL,SF,Troy Brown-LAL,4400,2023-01-25 16:29:45.372136
25,Trae Young (ATL - PG),8:00PM,@OKC,"$9,600",-,-,Trae Young,ATL,PG,Trae Young-ATL,9600,2023-01-25 16:29:45.372136
166,Mo Bamba (ORL - C),7:00PM,IND,"$4,200",-,-,Mo Bamba,ORL,C,Mo Bamba-ORL,4200,2023-01-25 16:29:45.372136
75,Wendell Carter Jr. (ORL - C/PF),7:00PM,IND,"$6,700",-,-,Wendell Carter,ORL,C/PF,Wendell Carter-ORL,6700,2023-01-25 16:29:45.372136
4,Shai Gilgeous-Alexander (OKC - SG/PG),8:00PM,ATL,"$10,300",-,-,Shai Gilgeous-Alexander,OKC,SG/PG,Shai Gilgeous-Alexander-OKC,10300,2023-01-25 16:29:45.372136
196,Donte DiVincenzo (GSW - SG/SF),10:00PM,MEM,"$5,400",-,-,Donte DiVincenzo,GSW,SG/SF,Donte DiVincenzo-GSW,5400,2023-01-25 16:29:45.372136
83,Michael Porter Jr. (DEN - PF/SF),8:00PM,@MIL,"$6,100","$6,100",0,Michael Porter,DEN,PF/SF,Michael Porter-DEN,6100,2023-01-25 16:29:45.372136
50,Jaren Jackson Jr. (MEM - PF/C),10:00PM,@GSW,"$7,900",-,-,Jaren Jackson,MEM,PF/C,Jaren Jackson-MEM,7900,2023-01-25 16:29:45.372136
-,Keita Bates-Diop (SAS - PF),10:30PM,@LAL,"$3,900",-,-,Keita Bates-Diop,SAS,PF,Keita Bates-Diop-SAS,3900,2023-01-25 16:29:45.372136
289,Shake Milton (PHI - PG),7:30PM,BKN,"$4,900",-,-,Shake Milton,PHI,PG,Shake Milton-PHI,4900,2023-01-25 16:29:45.372136
142,Bruce Brown Jr. (DEN - SF/SG),8:00PM,@MIL,"$5,900","$5,900",0,Bruce Brown,DEN,SF/SG,Bruce Brown-DEN,5900,2023-01-25 16:29:45.372136
106,Gary Trent Jr. (TOR - SG/SF),10:00PM,@SAC,"$7,400",-,-,Gary Trent,TOR,SG/SF,Gary Trent-TOR,7400,2023-01-25 16:29:45.372136
283,Jevon Carter (MIL - PG/SG),8:00PM,DEN,"$4,500",-,-,Jevon Carter,MIL,PG/SG,Jevon Carter-MIL,4500,2023-01-25 16:29:45.372136
-,Chimezie Metu (SAC - C),10:00PM,TOR,"$4,000",-,-,Chimezie Metu,SAC,C,Chimezie Metu-SAC,4000,2023-01-25 16:29:45.372136
206,Lonnie Walker IV (LAL - SG/SF),10:30PM,SAS,"$5,200","$5,200",0,Lonnie Walker IV,LAL,SG/SF,Lonnie Walker IV-LAL,5200,2023-01-25 16:29:45.372136
120,De'Anthony Melton (PHI - PG/SG),7:30PM,BKN,"$5,400",-,-,De'Anthony Melton,PHI,PG/SG,De'Anthony Melton-PHI,5400,2023-01-25 16:29:45.372136
111,Kevin Huerter (SAC - SG/SF),10:00PM,TOR,"$6,100",-,-,Kevin Huerter,SAC,SG/SF,Kevin Huerter-SAC,6100,2023-01-25 16:29:45.372136
265,Devonte' Graham (NOR - PG),8:00PM,MIN,"$4,000","$4,000",0,Devonte' Graham,NOP,PG,Devonte' Graham-NOP,4000,2023-01-25 16:29:45.372136
178,Grayson Allen (MIL - SG/SF),8:00PM,DEN,"$4,800",-,-,Grayson Allen,MIL,SG/SF,Grayson Allen-MIL,4800,2023-01-25 16:29:45.372136
273,Moritz Wagner (ORL - PF),7:00PM,IND,"$5,000",-,-,Moritz Wagner,ORL,PF,Moritz Wagner-ORL,5000,2023-01-25 16:29:45.372136
72,Anfernee Simons (POR - SG/PG),10:00PM,UTH,"$6,100",-,-,Anfernee Simons,POR,SG/PG,Anfernee Simons-POR,6100,2023-01-25 16:29:45.372136
-,Aaron Holiday (ATL - PG),8:00PM,@OKC,"$3,800",-,-,Aaron Holiday,ATL,PG,Aaron Holiday-ATL,3800,2023-01-25 16:29:45.372136
112,Jarred Vanderbilt (UTH - PF),10:00PM,@POR,"$5,600",-,-,Jarred Vanderbilt,UTA,PF,Jarred Vanderbilt-UTA,5600,2023-01-25 16:29:45.372136
268,Yuta Watanabe (BKN - SG),7:30PM,@PHI,"$3,800",-,-,Yuta Watanabe,BKN,SG,Yuta Watanabe-BKN,3800,2023-01-25 16:29:45.372136
264,Kenrich Williams (OKC - SF),8:00PM,ATL,"$4,900",-,-,Kenrich Williams,OKC,SF,Kenrich Williams-OKC,4900,2023-01-25 16:29:45.372136
-,Wenyen Gabriel (LAL - PF),10:30PM,SAS,"$4,400","$4,400",0,Wenyen Gabriel,LAL,PF,Wenyen Gabriel-LAL,4400,2023-01-25 16:29:45.372136
310,Jordan McLaughlin (MIN - PG),8:00PM,@NOR,"$4,000",-,-,Jordan McLaughlin,MIN,PG,Jordan McLaughlin-MIN,4000,2023-01-25 16:29:45.372136
-,Taj Gibson (WAS - C),8:00PM,@HOU,"$4,100","$4,100",0,Taj Gibson,WAS,C,Taj Gibson-WAS,4100,2023-01-25 16:29:45.372136
10,LeBron James (LAL - SF/PF),10:30PM,SAS,"$11,100","$11,100",0,LeBron James,LAL,SF/PF,LeBron James-LAL,11100,2023-01-25 16:29:45.372136
